importer_name,Recency_days,Frequency,Monetary,R_Score,F_Score,M_Score,Segment,Tanggal_Snapshot
PULOGADUNG TEMPAJAYA,812,1,117590.0,2,1,1,Hibernating,2025-10-23
PUMA CAT INDONESIA,1,4085,6239357247141.0,4,4,4,Champions,2025-10-23
PUMA INTER NUSANTARA,10,551,494717225745.0,4,4,4,Champions,2025-10-23
PUNCAK ABADI,274,1,10000.0,3,1,1,Need Attention,2025-10-23
PUNCAK JAYA SEJATI ARISTO KRAFT,233,5,762714.0,3,2,1,Need Attention,2025-10-23
PUNCAK MASA KEEMASAN INDONESIA,884,7,7994328.0,2,3,2,At Risk,2025-10-23
PUNCAK PITULIKUR,190,5,1636629.0,3,2,2,Need Attention,2025-10-23
PUNIA NATHANIA SEJAHTERA,309,32,204342992.0,3,4,3,Loyal Customers,2025-10-23
PUPUK ISKANDAR MUDA,296,13,350346516.0,3,3,3,Loyal Customers,2025-10-23
PUPUK KALIMANTAN TIMUR,27,35,7161419722.0,4,4,4,Champions,2025-10-23
PUPUK KUJANG,1107,4,1688610.0,1,2,2,Hibernating,2025-10-23
PURA AGRO MANDIRI,477,5,319250.0,2,2,1,About to Sleep,2025-10-23
PURA BARUTAMA,2,185,2628706822.0,4,4,3,Loyal Customers,2025-10-23
PURA NUSAPERSADA,1,292,928721080.0,4,4,3,Loyal Customers,2025-10-23
PURARI MITRA RAPUNZEL,962,4,49840.0,1,2,1,Hibernating,2025-10-23
PURBA MARGANA LESTARI,772,1,19975.0,2,1,1,Hibernating,2025-10-23
PURE HERBALIZE INDONESIA,790,2,8184573.0,2,2,2,About to Sleep,2025-10-23
PURE ONLY,744,7,703968.0,2,3,1,At Risk,2025-10-23
PURI ANJOSMORO INDONESIA,44,7,81901.0,3,3,1,Promising,2025-10-23
PURI DIGITAL INDAH,162,32,5723738.0,3,4,2,Potential Loyalist,2025-10-23
PURI GLOBAL PERKASA,1018,5,27733533385.0,1,2,4,Hibernating,2025-10-23
PURI ORIENTAL LESTARI,1098,8,12481713131.0,1,3,4,Can't Lose Them,2025-10-23
PURI SARI LESTARI,281,2,140024.0,3,2,1,Need Attention,2025-10-23
PURI SLING PRODUCTS,1071,1,6910585011.0,1,1,4,Lost,2025-10-23
PURIJAYA MITRA LESTARI,1039,7,5515172553.0,1,3,3,Can't Lose Them,2025-10-23
PURINDO SOLUSI REKADAYA,555,1,20550.0,2,1,1,Hibernating,2025-10-23
PURINDO TEHNIK,1231,4,2847779.0,1,2,2,Hibernating,2025-10-23
PURNAMA ASIH SUR,850,11,3779352318.0,2,3,3,At Risk,2025-10-23
PURNAMA TERBIT,1574,45,3554283.0,1,4,2,Can't Lose Them,2025-10-23
PURWASISTA ANUGERAH INDAH,85,29,8244437.0,3,4,2,Potential Loyalist,2025-10-23
PURYTEK TUNGGAL PRIMA,1525,4,9817782.0,1,2,2,Hibernating,2025-10-23
PUSAKA BUANA SEJAHTERA,1133,1,105238.0,1,1,1,Lost,2025-10-23
PUSAN MANIS MULIA,303,16,30648073200.0,3,3,4,Champions,2025-10-23
PUSAT GEMILANG INDONESIA,197,1,1467465747.0,3,1,3,New Customers,2025-10-23
PUSPA CENDANA ABADI,27,1,14720.0,4,1,1,Need Attention,2025-10-23
PUTERA MAHKOTA INDONESIA,3,21,10214680.0,4,3,2,Potential Loyalist,2025-10-23
PUTERA NIAGA MANUNGGAL,1751,1,33124.0,1,1,1,Lost,2025-10-23
PUTERA SAKA ANUGERAH,427,2,72488229.0,2,2,3,About to Sleep,2025-10-23
PUTERARACKINDO SEJAHTERA,9,81,735683838.0,4,4,3,Loyal Customers,2025-10-23
PUTERATEL ANDALAN SUKSES,5,52,159526633743.0,4,4,4,Champions,2025-10-23
PUTERI HEIGHTS INDUSTRIES,13,1,169265632.0,4,1,3,New Customers,2025-10-23
PUTRA AGUNG LESTARI,2,1098,125091824913.0,4,4,4,Champions,2025-10-23
PUTRA AGUNG SANTOSO,1385,3,21159588.0,1,2,2,Hibernating,2025-10-23
PUTRA ALAM SAMUDERA,997,268,62232949252.0,1,4,4,Can't Lose Them,2025-10-23
PUTRA ALKA MANDIRI,61,25,41280298.0,3,3,3,Loyal Customers,2025-10-23
PUTRA ANUGERAH MANDIRI,6,60,132044133017.0,4,4,4,Champions,2025-10-23
PUTRA BANDAR WIRETAMA,1577,3,37026920.0,1,2,3,Hibernating,2025-10-23
PUTRA BANGSINGJA PERKASA,328,19,185895.0,2,3,1,At Risk,2025-10-23
PUTRA BANJAR AGUNG,1114,42,11385612.0,1,4,2,Can't Lose Them,2025-10-23
PUTRA BHUMI PHALA MANDIRI,107,19,2245959.0,3,3,2,Potential Loyalist,2025-10-23
PUTRA BINTANG KHARISMA,531,1,630936.0,2,1,1,Hibernating,2025-10-23
PUTRA CAHAYA PACKING,540,1,167754.0,2,1,1,Hibernating,2025-10-23
PUTRA CHANDRA SENTOSA,1469,8,742380.0,1,3,1,Can't Lose Them,2025-10-23
PUTRA DUA BENUA,1722,2,266110.0,1,2,1,Hibernating,2025-10-23
PUTRA INDAH JAYA,1262,5,51622270.0,1,2,3,Hibernating,2025-10-23
PUTRA INTI KENCANA,449,22,524296601.0,2,3,3,At Risk,2025-10-23
PUTRA JAYA SAMUDERA,1555,10,6558749.0,1,3,2,Can't Lose Them,2025-10-23
PUTRA LAMBANG JAYA,423,22,56056726.0,2,3,3,At Risk,2025-10-23
PUTRA MAHKOTA AGRO,1053,3,1108326552.0,1,2,3,Hibernating,2025-10-23
PUTRA MAHKOTA KRAKATAU,575,2,1413062189.0,2,2,3,About to Sleep,2025-10-23
PUTRA MAJU KENCANA MULIA,37,33,143910760.0,4,4,3,Loyal Customers,2025-10-23
PUTRA MANDALA INDAH,1660,11,450720.0,1,3,1,Can't Lose Them,2025-10-23
PUTRA MANDIRI,1092,2,10292271921.0,1,2,4,Hibernating,2025-10-23
PUTRA MANDIRI INTIPACK,8,126,450826076.0,4,4,3,Loyal Customers,2025-10-23
PUTRA MARTHA UTAMA,969,3,234986.0,1,2,1,Hibernating,2025-10-23
PUTRA MITRA GEMILANG,86,54,163362795.0,3,4,3,Loyal Customers,2025-10-23
PUTRA MUTIARA JAYA,497,31,30168618077.0,2,4,4,At Risk,2025-10-23
PUTRA NAGA INDOTAMA,7,75,548019854.0,4,4,3,Loyal Customers,2025-10-23
PUTRA NEGARA UTAMA,1275,12,1541706.0,1,3,2,Can't Lose Them,2025-10-23
PUTRA NUSA LOGISTINDO,2,20,925235.0,4,3,2,Potential Loyalist,2025-10-23
PUTRA NUSANTARA MANDIRI,7,1,12883977.0,4,1,2,Need Attention,2025-10-23
PUTRA PERKASA GENETIKA,75,2,134100.0,3,2,1,Need Attention,2025-10-23
PUTRA PILE INDAH,455,20,55483210.0,2,3,3,At Risk,2025-10-23
PUTRA PRADIPTA,6,1,9641095072.0,4,1,4,New Customers,2025-10-23
PUTRA PRIMA SENTOSA,1113,1,5339968.0,1,1,2,Lost,2025-10-23
PUTRA SETIA PERKASA,1213,28,21441007.0,1,4,2,Can't Lose Them,2025-10-23
PUTRA SURYA GRUP,499,2,9643453771.0,2,2,4,About to Sleep,2025-10-23
PUTRA SURYA INTERNUSA,8,27,29384339042.0,4,4,4,Champions,2025-10-23
PUTRA TOBA LOGISTIK,814,22,1939193034.0,2,3,3,At Risk,2025-10-23
PUTRA UNGGUL BERSAMA,79,11,20636972755.0,3,3,4,Champions,2025-10-23
PUTRA VALINDO,566,272,239438512.0,2,4,3,At Risk,2025-10-23
PUTRABANGUN CITRAMANDIRI,1365,3,1456771.0,1,2,2,Hibernating,2025-10-23
PUTRANATA ADI MANDIRI,757,104,344983717.0,2,4,3,At Risk,2025-10-23
PUTRATEJA SEMPURNA,2,175,570512589558.0,4,4,4,Champions,2025-10-23
PYRAMIDA KIMIA SEMESTA,210,3,10337121711.0,3,2,4,New Customers,2025-10-23
PYRIDAM FARMA TBK,545,1,9929822288.0,2,1,4,Hibernating,2025-10-23
PYROTEK INDONESIA,254,2,2130597.0,3,2,2,Need Attention,2025-10-23
PZ CUSSONS INDONESIA,3,374,855789212.0,4,4,3,Loyal Customers,2025-10-23
QCD INDONESIA,434,1,142.0,2,1,1,Hibernating,2025-10-23
QDC TECHNOLOGIES,309,1,13572.0,3,1,1,Need Attention,2025-10-23
QINGDA MASPION PAPER PRODUCTS,444,1,280000.0,2,1,1,Hibernating,2025-10-23
QINGDAO TENGYI TRADING,41,2,1000387.0,4,2,2,Need Attention,2025-10-23
QL AGROFOOD,247,2,397954.0,3,2,1,Need Attention,2025-10-23
QL HASIL LAUT,2,31,1204334.0,4,4,2,Potential Loyalist,2025-10-23
QLAR PROCESS INDONESIA,120,8,804498419.0,3,3,3,Loyal Customers,2025-10-23
QSMY INDONESIA TRADING,1485,2,68590.0,1,2,1,Hibernating,2025-10-23
QUALIFLEX INNOVATIVE INDONESIA,315,1,248218615.0,3,1,3,New Customers,2025-10-23
QUALITY WORKS,7,36,51239982953.0,4,4,4,Champions,2025-10-23
QUANINDO ABADI PERKASA,42,25,1249676.0,4,3,2,Potential Loyalist,2025-10-23
QUANTUM LABORATORIS INTERNASIONAL,329,1,12480.0,2,1,1,Hibernating,2025-10-23
QUANTUM NUSATAMA,15,10,37727755049.0,4,3,4,Champions,2025-10-23
QUANTUM TOSAN INTERNASIONAL,42,7,3827800488.0,4,3,3,Loyal Customers,2025-10-23
QUARTINDO SEJATI FURNITAMA,449,1,1603443606.0,2,1,3,Hibernating,2025-10-23
QUATRA POWER ENGINEERING,294,1,4497.0,3,1,1,Need Attention,2025-10-23
QUEEN PACIFIC SUKSESABADI,3,213,357479104902.0,4,4,4,Champions,2025-10-23
QUEEN STAR,71,4,117312213.0,3,2,3,New Customers,2025-10-23
QUICKPRINT INDONESIA,196,2,17140.0,3,2,1,Need Attention,2025-10-23
QUIKSILVER INDONESIA,15,593,875484168.0,4,4,3,Loyal Customers,2025-10-23
QUTY KARUNIA,1045,49,170345544146.0,1,4,4,Can't Lose Them,2025-10-23
QWINJAYA ADITAMA,2,25,930541560.0,4,3,3,Loyal Customers,2025-10-23
RAAJA VASTR INDONESIA,660,1,6231825.0,2,1,2,Hibernating,2025-10-23
RACHMAT REJEKI BUMI,695,101,101477354961.0,2,4,4,At Risk,2025-10-23
RADEX AGRO TRANSPORTAMA,1666,1,11970.0,1,1,1,Lost,2025-10-23
RADIA DAKARA,646,6,3363265.0,2,2,2,About to Sleep,2025-10-23
RADIAN ELOK DISTRIVERSA,435,38,112581876300.0,2,4,4,At Risk,2025-10-23
RADIANT SENTRAL NUTRINDO,51,112,1077274911.0,3,4,3,Loyal Customers,2025-10-23
RADIN MITRA LESTARI,409,4,7477298.0,2,2,2,About to Sleep,2025-10-23
RADIX FOOD INTERNATIONAL,1388,1,1272813656.0,1,1,3,Lost,2025-10-23
RADJA MANGGIS SEJATI BOGOR,1429,13,24343624.0,1,3,2,Can't Lose Them,2025-10-23
RAENA RUMA INDONESIA,878,10,8843748025.0,2,3,4,At Risk,2025-10-23
RAFIKA PASIFIK UTAMA,22,19,4651950555.0,4,3,3,Loyal Customers,2025-10-23
RAGA INTI SUKMA,8,2,460790.0,4,2,1,Need Attention,2025-10-23
RAGAM ADI CATUR ESAJAYA,437,1,4333743399.0,2,1,3,Hibernating,2025-10-23
RAGAM CAHAYA NUSANTARA,651,480,398089110084.0,2,4,4,At Risk,2025-10-23
RAGAM KARYA LESTARI,90,3,2711109.0,3,2,2,Need Attention,2025-10-23
RAGAM SENTOSA MANDIRI,351,42,46206296219.0,2,4,4,At Risk,2025-10-23
RAGAM TANGGUH FORTINDO,26,19,15165666724.0,4,3,4,Champions,2025-10-23
RAGAM USAHA PRIMA MANDIRI,58,15,15418725.0,3,3,2,Potential Loyalist,2025-10-23
RAGAM VALVE INDONESIA,178,2,1891331158.0,3,2,3,New Customers,2025-10-23
RAGASINDO AMAN INTERNASIONAL,1539,1,17094106.0,1,1,2,Lost,2025-10-23
RAHAYU ARUMDHANI INTERNATIONAL,1403,35,117626807635.0,1,4,4,Can't Lose Them,2025-10-23
RAHAYU PERDANA SELARAS,309,30,21788561453.0,3,4,4,Champions,2025-10-23
RAHMAD ALFANSYAH ZAKARIA,1155,2,4550742.0,1,2,2,Hibernating,2025-10-23
RAIHAN BERDIKARI SAKTI,16,61,1653020.0,4,4,2,Potential Loyalist,2025-10-23
RAIHANINDO JAYA MANDIRI,246,3,163902531.0,3,2,3,New Customers,2025-10-23
RAINBOW INDAH CARPET,1,337,590991888.0,4,4,3,Loyal Customers,2025-10-23
RAINDO PUTRA LESTARI,489,1,167055.0,2,1,1,Hibernating,2025-10-23
RAJA CARAKA MOTOR INDONESIA,1,2,10474891323.0,4,2,4,New Customers,2025-10-23
RAJA DUNIA AGRO,66,23,7136204.0,3,3,2,Potential Loyalist,2025-10-23
RAJA GOLF,211,23,8709145899.0,3,3,4,Champions,2025-10-23
RAJA KECIL INDONESIA,1066,1,3712578349.0,1,1,3,Lost,2025-10-23
RAJA MATERIAL BESI,1,2,2831424094.0,4,2,3,New Customers,2025-10-23
RAJA RATU SEJAHTERA,663,27,11464103.0,2,4,2,At Risk,2025-10-23
RAJA UJUNG ABADI,1133,3,5467312.0,1,2,2,Hibernating,2025-10-23
RAJAMAS LAUTAN BERSAMA,1518,2,119314.0,1,2,1,Hibernating,2025-10-23
RAJAPAKSI ADYAPERKASA,99,67,157922605915.0,3,4,4,Champions,2025-10-23
RAJAPET PASTI SUKSES,38,17,122867271262.0,4,3,4,Champions,2025-10-23
RAJASA PUTRA JAYA PERKASA,13,10,20903970157.0,4,3,4,Champions,2025-10-23
RAJAWALI BENUA HUTAMA,1730,1,3847496.0,1,1,2,Lost,2025-10-23
RAJAWALI EKSPRES LESTARI,24,4,4865570311.0,4,2,3,New Customers,2025-10-23
RAJAWALI GLASS,980,8,6704305.0,1,3,2,Can't Lose Them,2025-10-23
RAJAWALI INDAH ANUGRAH,1109,60,227957655.0,1,4,3,Can't Lose Them,2025-10-23
RAJAWALI INDOMAS UTAMA,276,59,4320747201.0,3,4,3,Loyal Customers,2025-10-23
RAJAWALI NUSINDO,1688,2,9370790843.0,1,2,4,Hibernating,2025-10-23
RAJAWALI PARAMA KONSTRUKSI,44,100,27965806582.0,3,4,4,Champions,2025-10-23
RAJAWALI PATRIA PERKASA,247,7,195352.0,3,3,1,Promising,2025-10-23
RAJAWALI PERKASA FURNITURE,458,3,8583775.0,2,2,2,About to Sleep,2025-10-23
RAJAWALI PERKASA MULTIKREASI,1029,5,1763347.0,1,2,2,Hibernating,2025-10-23
RAJAWALI PUTRA BERKAT ABADI,1199,16,9388435.0,1,3,2,Can't Lose Them,2025-10-23
RAJAWALI SURYA SEMESTA,47,12,3444296.0,3,3,2,Potential Loyalist,2025-10-23
RAJAWALI TEGUH PERKASA,65,11,27739374866.0,3,3,4,Champions,2025-10-23
RAJDULAR BROTHERS,801,4,638246.0,2,2,1,About to Sleep,2025-10-23
RAKINDO ANUGERAH TEKNIK,548,1,1879966195.0,2,1,3,Hibernating,2025-10-23
RAKINDO PRIMA MANDIRI,818,6,6289519454.0,2,2,4,About to Sleep,2025-10-23
RAKJAT DJAWA NUSANTARA,665,39,3844761.0,2,4,2,At Risk,2025-10-23
RAKKINDO ADITAMA JAYA,198,10,3021215571.0,3,3,3,Loyal Customers,2025-10-23
RAKSA CAKRAWALA ADITAMA,1127,3,9802968081.0,1,2,4,Hibernating,2025-10-23
RAKSA INDO STEEL,1,260,1950788714.0,4,4,3,Loyal Customers,2025-10-23
RAKSA JAYA PERKASA,2,513,3622362862.0,4,4,3,Loyal Customers,2025-10-23
RALUM INDONESIA,92,29,33779017.0,3,4,2,Potential Loyalist,2025-10-23
RAMA PUTERA BERJAYA,576,42,155119097839.0,2,4,4,At Risk,2025-10-23
RAMA PUTRA DJAYA,673,4,99822.0,2,2,1,About to Sleep,2025-10-23
RAMA TIARA JAYA,316,2,29884814.0,3,2,2,Need Attention,2025-10-23
RAMBE MANIS ABADI,512,80,12498728760.0,2,4,4,At Risk,2025-10-23
RAME REKAGUNA PRAKARSA,2,34,3183986295.0,4,4,3,Loyal Customers,2025-10-23
RAMIZA SUKSES PERDANA,1513,32,32035554369.0,1,4,4,Can't Lose Them,2025-10-23
RAMON JAYA ABADI WISESA,58,4,158347.0,3,2,1,Need Attention,2025-10-23
RAMOS PROEXIM INDONESIA,1613,2,104532.0,1,2,1,Hibernating,2025-10-23
RAMU INTISARI,177,7,885255.0,3,3,1,Promising,2025-10-23
RANA GLOBAL,1351,3,14348268.0,1,2,2,Hibernating,2025-10-23
RANCANG INDAH SENTOSA,981,2,22115413.0,1,2,2,Hibernating,2025-10-23
RANDI CONES INDONESIA,2,4,4914660427.0,4,2,3,New Customers,2025-10-23
RANDU SEGARA ABADI,551,1,748713915.0,2,1,3,Hibernating,2025-10-23
RANGALO CLP,57,7,3027098723.0,3,3,3,Loyal Customers,2025-10-23
RANGKA RAYA,1312,8,3174311162.0,1,3,3,Can't Lose Them,2025-10-23
RANGKUTI JAYA ABADI,1044,8,1487990.0,1,3,2,Can't Lose Them,2025-10-23
RANJANI JAYA LESTARI,3,1611,979267101.0,4,4,3,Loyal Customers,2025-10-23
RANTAIMULIA KENCANA,1039,10,17230190.0,1,3,2,Can't Lose Them,2025-10-23
RAPALA INDONESIA,90,8,564759.0,3,3,1,Promising,2025-10-23
RAPI KHARISMA ADIPRATAMA,22,5,8473252820.0,4,2,4,New Customers,2025-10-23
RAPID PLAST INDONESIA,10,6,26345629574.0,4,2,4,New Customers,2025-10-23
RAPIGRA,315,12,38972128.0,3,3,3,Loyal Customers,2025-10-23
RAPTORS AKSESORIS,1044,2,4267965419.0,1,2,3,Hibernating,2025-10-23
RASA OTTIMO MEGAH,142,3,3070586227.0,3,2,3,New Customers,2025-10-23
RASINDO TATA LAKSANA,688,6,226785300.0,2,2,3,About to Sleep,2025-10-23
RATU AGRO NUSANTARA,663,49,3304990.0,2,4,2,At Risk,2025-10-23
RATU AGUNG WIBAWA,498,9,17696656882.0,2,3,4,At Risk,2025-10-23
RATU MARGA KAHURIPAN,1071,12,5634289438.0,1,3,3,Can't Lose Them,2025-10-23
RAUDHAH UNGGUL BAROKAH,1406,6,11046803758.0,1,2,4,Hibernating,2025-10-23
RAVALINDO MEGAH PERKASA,56,82,1701333556.0,3,4,3,Loyal Customers,2025-10-23
RAW INDONESIA,768,42,11211332860.0,2,4,4,At Risk,2025-10-23
RAYANA PEMENANG ABADI,1128,10,11322489.0,1,3,2,Can't Lose Them,2025-10-23
RAYFA MAKMUR ABADI,1399,8,3266768.0,1,3,2,Can't Lose Them,2025-10-23
RAYI RAKA,246,1,676345.0,3,1,1,Need Attention,2025-10-23
RAYOVAC BATTERY INDONESIA,632,2,20375292.0,2,2,2,About to Sleep,2025-10-23
RBFOOD SUPPLY INDONESIA,16,339,28657451.0,4,4,2,Potential Loyalist,2025-10-23
RBTEKNO MITRA INDONESIA,1515,9,7410953945.0,1,3,4,Can't Lose Them,2025-10-23
RC GREASE & LUBRICANTS,225,1,39741.0,3,1,1,Need Attention,2025-10-23
RDL DISTRIBUSI INDONESIA,1,162,203171187.0,4,4,3,Loyal Customers,2025-10-23
REAL INDO PERMATA,1148,2,23950.0,1,2,1,Hibernating,2025-10-23
REAL PROPERTY CIRCLE,273,6,5270732.0,3,2,2,Need Attention,2025-10-23
REAL SOLUPLUS INDONESIA,75,1,193256.0,3,1,1,Need Attention,2025-10-23
REBINMAS JAYA,716,5,430970825.0,2,2,3,About to Sleep,2025-10-23
REBORN NEW MATERIALS,23,7,26120035.0,4,3,2,Potential Loyalist,2025-10-23
RECHAND ELEKTRIKINDO,51,37,31395130028.0,3,4,4,Champions,2025-10-23
RECKITT BENCKISER INDONESIA,17,37,1706090.0,4,4,2,Potential Loyalist,2025-10-23
RECKITT BENCKISER TRADING INDONESIA,598,72,189047065.0,2,4,3,At Risk,2025-10-23
RECOMM BUSINESS SOLUTIONS INDONESIA,491,5,179632.0,2,2,1,About to Sleep,2025-10-23
RED A PLASTIC,10,13,21372994.0,4,3,2,Potential Loyalist,2025-10-23
REDACHEM INDONESIA,34,19,447490.0,4,3,1,Promising,2025-10-23
REDPOD INDONESIA,36,4,50699.0,4,2,1,Need Attention,2025-10-23
REEFER SPECIALIST,213,8,1451870.0,3,3,2,Potential Loyalist,2025-10-23
REFRIGERASI INDO TAMA,114,8,6675704.0,3,3,2,Potential Loyalist,2025-10-23
REFTECH JAYA OPTIMA,779,1,5483.0,2,1,1,Hibernating,2025-10-23
REGENESIS INDONESIA,2,103,156084982527.0,4,4,4,Champions,2025-10-23
REGUNA INVESTAMA,1317,6,11096795.0,1,2,2,Hibernating,2025-10-23
REHAU INDONESIA,42,63,132278655972.0,4,4,4,Champions,2025-10-23
REIZKY PUTRA WIJAYA,1218,1,946675.0,1,1,2,Lost,2025-10-23
REJEKI ADIGRAHA,7,124,132094823752.0,4,4,4,Champions,2025-10-23
REJEKI ARUM LESTARI,601,1,6589013.0,2,1,2,Hibernating,2025-10-23
REJEKI HASIL BUMI INDONESIA,1669,6,8358821.0,1,2,2,Hibernating,2025-10-23
REJEKI INTAN MUTIARA,213,61,35481729.0,3,4,3,Loyal Customers,2025-10-23
REJEKI INTHI ABADI,14,220,10354560.0,4,4,2,Potential Loyalist,2025-10-23
REJEKI PUTRA PUTRI ELIMAN,2,5,19818778905.0,4,2,4,New Customers,2025-10-23
REJEKI TERUS LANCAR,1410,15,4437000.0,1,3,2,Can't Lose Them,2025-10-23
REJO MAKMUR,1451,16,3632728.0,1,3,2,Can't Lose Them,2025-10-23
REJOSO MANIS INDO,337,32,575633424.0,2,4,3,At Risk,2025-10-23
REKA BHUMI PERKASA,311,2,360836.0,3,2,1,Need Attention,2025-10-23
REKA ENERGI PRATAMA,1696,1,4183667267.0,1,1,3,Lost,2025-10-23
REKACIPTA WAHANA MANDIRI,143,1,2464.0,3,1,1,Need Attention,2025-10-23
REKACIPTA WAHANA UTAMA,486,8,53337682.0,2,3,3,At Risk,2025-10-23
REKAJASA ASYATAMA,9,15,48643869169.0,4,3,4,Champions,2025-10-23
REKAN KERJA UTAMA,1113,1,3840.0,1,1,1,Lost,2025-10-23
REKAN MAJU SEJAHTERA,1177,50,6679409.0,1,4,2,Can't Lose Them,2025-10-23
REKATINDO SUKSES ABADI,79,11,18089535.0,3,3,2,Potential Loyalist,2025-10-23
REKAYASA INDUSTRI,1709,5,422791.0,1,2,1,Hibernating,2025-10-23
REKONS DENKA INDONESIA,77,5,12768893106.0,3,2,4,New Customers,2025-10-23
RELINDO MULTI CIPTA,3,39,15110519.0,4,4,2,Potential Loyalist,2025-10-23
REMA TIPTOP INDONESIA,1073,6,511864.0,1,2,1,Hibernating,2025-10-23
REMBAKA,489,3,621576.0,2,2,1,About to Sleep,2025-10-23
REMCO RUBBER INDONESIA,41,1,12274.0,4,1,1,Need Attention,2025-10-23
REMIMPI KOSMETIK INDONESIA,108,12,2415363264.0,3,3,3,Loyal Customers,2025-10-23
REMPAH BALI,412,3,15666346.0,2,2,2,About to Sleep,2025-10-23
REMPAH JAYA SUKSES,85,8,1926325.0,3,3,2,Potential Loyalist,2025-10-23
REMUJUNG WIRATAMA,318,2,13562840973.0,3,2,4,New Customers,2025-10-23
RENDEZ INDONESIA,1249,9,56395650.0,1,3,3,Can't Lose Them,2025-10-23
RENESOLA CLEAN ENERGY,1133,16,5927636.0,1,3,2,Can't Lose Them,2025-10-23
RENTOKIL INDONESIA,13,31,57308547769.0,4,4,4,Champions,2025-10-23
RESPATI KEMASINDAH,274,3,8868418.0,3,2,2,Need Attention,2025-10-23
RESTIA ABADI,757,10,699750.0,2,3,1,At Risk,2025-10-23
RESTO SARANA PRIMA,97,16,5785144060.0,3,3,3,Loyal Customers,2025-10-23
RESTOMART CIPTA USAHA,273,39,45432316954.0,3,4,4,Champions,2025-10-23
RESTU BUMI NUSANTARA,1735,1,696575.0,1,1,1,Lost,2025-10-23
RESTU MEGAH ASIA,527,4,5092990286.0,2,2,3,About to Sleep,2025-10-23
RESTU SUCI HARDJA,498,95,68062050.0,2,4,3,At Risk,2025-10-23
REVA ANUGRAH ABADI,1745,1,588094.0,1,1,1,Lost,2025-10-23
REVOLUSI SEJUTA RASA,562,1,20394.0,2,1,1,Hibernating,2025-10-23
REVOLUTEK DANANJAYA MANDIRI,29,3,10246931714.0,4,2,4,New Customers,2025-10-23
REX CANNING,1646,1,4189984.0,1,1,2,Lost,2025-10-23
REXAFARM,42,19,1529943.0,4,3,2,Potential Loyalist,2025-10-23
REZA PERKASA,995,1,123129556.0,1,1,3,Lost,2025-10-23
RF3 WORLD INDONESIA,16,8,2898016180.0,4,3,3,Loyal Customers,2025-10-23
RHEMA MULIA ABADI,94,14,25298013790.0,3,3,4,Champions,2025-10-23
RHEMACOM DISTRIBUSI,822,16,356310228.0,2,3,3,At Risk,2025-10-23
RHINO INDONESIA SUKSES,22,26,31480059710.0,4,4,4,Champions,2025-10-23
RHINO INDUSTRY INDONESIA,2,45,102045403.0,4,4,3,Loyal Customers,2025-10-23
RHINO MEGA MULTI PLAST,826,10,258974.0,2,3,1,At Risk,2025-10-23
RIA INDAH TERANG ABADI,367,94,1349207019.0,2,4,3,At Risk,2025-10-23
RIAS MAJU SEJAHTERA,1211,1,579552.0,1,1,1,Lost,2025-10-23
RIASARANA ELECTRINDO,16,12,10014914708.0,4,3,4,Champions,2025-10-23
RIAU ANDALAN PULP AND PAPER,430,11,40034372.0,2,3,3,At Risk,2025-10-23
RIAU BAJA INDO,70,20,74709679189.0,3,3,4,Champions,2025-10-23
RIAU FOOD LESTARI,31,82,166036065436.0,4,4,4,Champions,2025-10-23
RIAU PERKASA STEEL,253,119,314764272115.0,3,4,4,Champions,2025-10-23
RIBU RASA NUSANTARA,9,7,49102515574.0,4,3,4,Champions,2025-10-23
RICH PRODUCTS INDONESIA,727,2,2481004.0,2,2,2,About to Sleep,2025-10-23
RICHEM PRATAMA MANDIRI,1186,1,1865.0,1,1,1,Lost,2025-10-23
RICHLINE NIAGA INDONESIA,124,2,19097485.0,3,2,2,Need Attention,2025-10-23
RICHTEX GARMINDO,717,4,6555616410.0,2,2,4,About to Sleep,2025-10-23
RICHTEXINDO INTERNATIONAL,122,10,25031799482.0,3,3,4,Champions,2025-10-23
RICKY KOBAYASHI,7,50,4504657.0,4,4,2,Potential Loyalist,2025-10-23
RICO ADRIAN BERSAUDARA,1332,108,80991873.0,1,4,3,Can't Lose Them,2025-10-23
RIDAVO,1169,4,8988416.0,1,2,2,Hibernating,2025-10-23
RIDDA MANNA SEJATI,680,139,91071452.0,2,4,3,At Risk,2025-10-23
RIDHO SRIBUMI SEJAHTERA,1023,62,9018419.0,1,4,2,Can't Lose Them,2025-10-23
RIFYO INDONESIA,24,9,37000606.0,4,3,3,Loyal Customers,2025-10-23
RIGEL MARKETING INDONESIA,133,16,38193469243.0,3,3,4,Champions,2025-10-23
RIGELTAMA SUKSES MANDIRI,6,11,1330292510.0,4,3,3,Loyal Customers,2025-10-23
RIGSPEK PERKASA,1151,13,1210469.0,1,3,2,Can't Lose Them,2025-10-23
RIKEN INDONESIA,6,162,43239389.0,4,4,3,Loyal Customers,2025-10-23
RIKIO INDONESIA,394,7,361320.0,2,3,1,At Risk,2025-10-23
RIMA RIBU INDONESIA,57,17,61043642034.0,3,3,4,Champions,2025-10-23
RIMBA INSANTEK MANDIRI,22,7,6163513911.0,4,3,4,Champions,2025-10-23
RIMBAKENCANA BUMINUSA,17,4,6939930386.0,4,2,4,New Customers,2025-10-23
RINA JAYA GARMENT,745,5,1973207009.0,2,2,3,About to Sleep,2025-10-23
RINCONG BAJA KREUH,511,2,17325809.0,2,2,2,About to Sleep,2025-10-23
